uri,station,county,county_id,zone,name,timezone,elevation_ft,latitude,longitude,mail_address,mail_city,mail_state,mail_zipcode,phone,email
https://api.weather.gov/stations/KART,KART,Jefferson,NYC045,NYZ007,"Watertown, Watertown International Airport",America/New_York,324.819,43.99194,-76.02167,587 Aero Drive,Cheektowaga,NY,14225,716-565-0204,buf.webmaster@noaa.gov
https://api.weather.gov/stations/KARV,KARV,Vilas,WIC125,WIZ005,"Minocqua/Woodruff, Lakeland Airport/Noble F. Lee Memorial Field",America/Chicago,1630.657,45.93333,-89.73333,2485 South Point Road,Green Bay,WI,54313-5522,920-494-2363,w-grb.webmaster@noaa.gov
https://api.weather.gov/stations/KARW,KARW,Beaufort,SCC013,SCZ048,Beaufort County Airport,America/New_York,9.843,32.412,-80.634,5777 South Aviation Avenue,North Charleston,SC,29406-6162,(843) 747-5860,nws.charlestonsc@noaa.gov
https://api.weather.gov/stations/KASD,KASD,St. Tammany,LAC103,LAZ040,"Slidell, Slidell Airport",America/Chicago,29.529,30.34306,-89.82194,62300 Airport Rd.,Slidell,LA,70460-5243,504.522.7330    985.649.0429,sr-lix.webmaster@noaa.gov
https://api.weather.gov/stations/KASE,KASE,Pitkin,COC097,COZ205,Aspen-Pitkin County Airport,America/Denver,7670.978,39.22992,-106.87051,2844 Aviators Way,Grand Junction,CO,81506-8644,970-243-7007,w-gjt.webmaster@noaa.gov
https://api.weather.gov/stations/KASG,KASG,Washington,ARC143,ARZ010,Springdale Municipal,America/Chicago,1351.772,36.18333,-94.11667,10159 E. 11th St. Suite 300,Tulsa,OK,74128,918-838-7838,sr-tsa.webmaster@noaa.gov
https://api.weather.gov/stations/KASH,KASH,Hillsborough,NHC011,NHZ012,Nashua - Boire Field Airport,America/New_York,177.174,42.77981,-71.51409,"P.O. Box 1208
1 Weather Lane",Gray,ME,4039,207-688-3216,gyx.webmaster@noaa.gov
https://api.weather.gov/stations/KASJ,KASJ,Hertford,NCC091,NCZ013,"Ahoskie, Tri-County Airport",America/New_York,68.901,36.2975,-77.17083,10009 General Mahone Highway,Wakefield,VA,23888,757-899-4200,AKQ.webmaster@noaa.gov
https://api.weather.gov/stations/KASL,KASL,Harrison,TXC203,TXZ138,Marshall,America/Chicago,354.348,32.5205,-94.3078,5655 Hollywood Ave.,Shreveport,LA,71109,318-631-3669,sr-shv.webmaster@noaa.gov
https://api.weather.gov/stations/KASN,KASN,Talladega,ALC121,ALZ027,Talladega Municipal Airport,America/Chicago,528.241,33.5695,-86.0512,465 Weathervane Road,Calera,AL,35040,205-664-3010,sr-bmx.webmaster@noaa.gov
https://api.weather.gov/stations/KAST,KAST,Clatsop,ORC007,ORZ601,"Astoria, Astoria Regional Airport",America/Los_Angeles,9.843,46.15694,-123.8825,5241 NE 122nd Avenue,Portland,OR,97230-1089,(503) 261-9246,w-pqr.webmaster@noaa.gov
https://api.weather.gov/stations/KASW,KASW,Kosciusko,INC085,INZ016,"Warsaw, Warsaw Municipal Airport",America/Indiana/Indianapolis,849.779,41.27444,-85.84,7506 E 850 N,Syracuse,IN,46567,574-834-1104,w-iwx.webmaster@noaa.gov
https://api.weather.gov/stations/KASX,KASX,Ashland,WIC003,WIZ003,"Ashland, Kennedy Memorial Airport",America/Chicago,820.25,46.54972,-90.91833,5027 Miller Trunk Highway,Duluth,MN,55811-1442,218-729-6697 - Duluth; 218-283-4615 - Intl Falls,w-dlh.webmaster@noaa.gov
https://api.weather.gov/stations/KATL,KATL,Clayton,GAC063,GAZ055,"Atlanta, Hartsfield - Jackson Atlanta International Airport",America/New_York,1026.953,33.64028,-84.42694,4 Falcon Drive,Peachtree City,GA,30269,770.486.1133,sr-ffc.webmaster@noaa.gov
https://api.weather.gov/stations/KATP,KATP,,,,Green Canyon 787 Atlantis,America/Chicago,59.058,27.195,-90.027,,,,,,
https://api.weather.gov/stations/KATS,KATS,Eddy,NMC015,NMZ115,"Artesia, Artesia Municipal Airport",America/Denver,3536.918,32.8525,-104.4675,2500 Challenger Dr.,Midland,TX,79706-2606,(432) 563-5006,sr-maf.webmaster@noaa.gov
https://api.weather.gov/stations/KATT,KATT,Travis,TXC453,TXZ192,"Austin City, Austin Camp Mabry",America/Chicago,652.919,30.31667,-97.76667,2090 Airport Road,New Braunfels,TX,78130,(830) 629-0130,about
https://api.weather.gov/stations/KATW,KATW,Outagamie,WIC087,WIZ038,Appleton-Outagamie,America/Chicago,866.184,44.2595,-88.51567,2485 South Point Road,Green Bay,WI,54313-5522,920-494-2363,w-grb.webmaster@noaa.gov
https://api.weather.gov/stations/KATY,KATY,Codington,SDC029,SDZ272,"Watertown, Watertown Municipal Airport",America/Chicago,1742.211,44.90472,-97.14944,824 Brown County 14 South,Aberdeen,SD,57401-9311,605-225-0519,w-abr.webmaster@noaa.gov
https://api.weather.gov/stations/KAUD,KAUD,Orleans,LAC071,LAZ062,Audubon Park,America/Chicago,6.562,29.93333,-90.13333,62300 Airport Rd.,Slidell,LA,70460-5243,504.522.7330    985.649.0429,sr-lix.webmaster@noaa.gov
https://api.weather.gov/stations/KAUG,KAUG,Kennebec,MEC011,MEZ021,"Augusta, Augusta State Airport",America/New_York,347.786,44.32056,-69.79722,"P.O. Box 1208
1 Weather Lane",Gray,ME,4039,207-688-3216,gyx.webmaster@noaa.gov
https://api.weather.gov/stations/KAUH,KAUH,Hamilton,NEC081,NEZ063,"Aurora, Aurora Municipal Airport",America/Chicago,1801.269,40.89389,-97.99444,6365 North Osborne Drive West,Hastings,NE,68901-9163,402-462-4287,w-gid.webmaster@noaa.gov
https://api.weather.gov/stations/KAUM,KAUM,Mower,MNC099,MNZ094,Austin Municipal,America/Chicago,1227.094,43.66667,-92.93333,N2788 County Road FA,LaCrosse,WI,54601,608-784-7294,w-arx.webmaster@noaa.gov
https://api.weather.gov/stations/KAUN,KAUN,Placer,CAC061,CAZ267,Auburn Municipal Airport,America/Los_Angeles,1483.012,38.95535,-121.08636,3310 El Camino Ave ste 228,Sacramento,CA,95821,(916) 979-3051,w-sto.webmaster@noaa.gov
https://api.weather.gov/stations/KAUO,KAUO,Lee,ALC081,ALZ047,Auburn-Opelika Airport,America/Chicago,771.035,32.61667,-85.43333,465 Weathervane Road,Calera,AL,35040,205-664-3010,sr-bmx.webmaster@noaa.gov
https://api.weather.gov/stations/KAUS,KAUS,Travis,TXC453,TXZ192,Austin-Bergstrom International Airport,America/Chicago,485.588,30.18304,-97.6798699,2090 Airport Road,New Braunfels,TX,78130,(830) 629-0130,about
https://api.weather.gov/stations/KAUW,KAUW,Marathon,WIC073,WIZ030,"Wausau, Wausau Downtown Airport",America/Chicago,1200.846,44.92861,-89.62667,2485 South Point Road,Green Bay,WI,54313-5522,920-494-2363,w-grb.webmaster@noaa.gov
https://api.weather.gov/stations/KAVC,KAVC,Mecklenburg,VAC117,VAZ065,"South Hill, Mecklenburg-Brunswick Regional Airport",America/New_York,442.935,36.68861,-78.05417,10009 General Mahone Highway,Wakefield,VA,23888,757-899-4200,AKQ.webmaster@noaa.gov
https://api.weather.gov/stations/KAVK,KAVK,Woods,OKC151,OKZ005,"Alva, Alva Regional Airport",America/Chicago,1469.888,36.77306,-98.67,"National Weather Center
120 David L. Boren Blvd. Suite 2400",Norman,OK,73072,(405) 325-3816,sr-oun.webmaster@noaa.gov
https://api.weather.gov/stations/KAVL,KAVL,Buncombe,NCC021,NCZ053,"Asheville, Asheville Regional Airport",America/New_York,2162.179,35.43194,-82.5375,"GSP International Airport
1549 GSP Drive",Greer,SC,29651,(864) 848-3859,gsp.webmaster@noaa.gov
https://api.weather.gov/stations/KAVP,KAVP,Luzerne,PAC079,PAZ047,"Wilkes-Barre - Scranton, Wilkes-Barre / Scranton International Airport",America/New_York,958.052,41.33889,-75.72667,32 Dawes Drive,Johnson City,NY,13790,(607) 729-1597,bgm.webmaster@noaa.gov
https://api.weather.gov/stations/KAVQ,KAVQ,Pima,AZC019,AZZ151,Tucson Marana Regional Airport,America/Phoenix,2030.939,32.4096,-111.2184,"520 North Park Ave, Suite 304",Tucson,AZ,85719,(520) 670-6526,w-twc.webmaster@noaa.gov
https://api.weather.gov/stations/KAVX,KAVX,Los Angeles,CAC037,CAZ287,Avalon Catalina Airport,America/Los_Angeles,1574.88,33.40421,-118.41456,520 North Elevar Street,Oxnard,CA,93030,805-988-6610,w-lox.webmaster@noaa.gov
https://api.weather.gov/stations/KAWG,KAWG,Washington,IAC183,IAZ077,Washington,America/Chicago,754.63,41.28333,-91.66667,"9040 N Harrison Street
Davenport Municipal Airport",Davenport,IA,52806-7326,563-386-3976,w-dvn.webmaster@noaa.gov
https://api.weather.gov/stations/KAWM,KAWM,Crittenden,ARC035,ARZ036,"West Memphis, West Memphis Municipal Airport",America/Chicago,209.984,35.13333,-90.23333,"7777 Walnut Grove Road, OM1",Memphis,TN,38120,(901) 544-0399,sr-meg.webmaster@noaa.gov
https://api.weather.gov/stations/KAWO,KAWO,Snohomish,WAC061,WAZ656,Arlington Municipal,America/Los_Angeles,137.802,48.16667,-122.16667,7600 Sand Point Way NE,Seattle,WA,98115-6349,(206) 526-6087,w-sew.webmaster@noaa.gov
https://api.weather.gov/stations/KAXA,KAXA,Kossuth,IAC109,IAZ005,Algona,America/Chicago,1217.251,43.0833299,-94.26667,9607 NW Beaver Drive,Johnston,IA,50131-1908,515-270-2614,w-dmx.webmaster@noaa.gov
https://api.weather.gov/stations/KAXH,KAXH,Fort Bend,TXC157,TXZ227,Houston Southwest Airport,America/Chicago,65.62,29.50613,-95.47692,1353 FM 646 Suite 202,Dickinson,TX,77539,281-337-5074,sr-hgx.webmaster@noaa.gov
https://api.weather.gov/stations/KAXN,KAXN,Douglas,MNC041,MNZ041,"Alexandria, Chandler Field",America/Chicago,1423.954,45.8686099,-95.39417,1733 Lake Drive West,Chanhassen,MN,55317-8581,952-361-6670,w-mpx.webmaster@noaa.gov
https://api.weather.gov/stations/KAXO,KAXO,Jefferson,LAC051,LAZ068,Grand Isle Supplementary Aviation Weather Reporting Station,America/Chicago,6.562,29.25,-89.9666699,62300 Airport Rd.,Slidell,LA,70460-5243,504.522.7330    985.649.0429,sr-lix.webmaster@noaa.gov
https://api.weather.gov/stations/KAXS,KAXS,Jackson,OKC065,OKZ036,"Altus, Altus/Quartz Mountain Regional Airport",America/Chicago,1433.797,34.69861,-99.33806,"National Weather Center
120 David L. Boren Blvd. Suite 2400",Norman,OK,73072,(405) 325-3816,sr-oun.webmaster@noaa.gov
https://api.weather.gov/stations/KAXV,KAXV,Auglaize,OHC011,OHZ035,WAPAKONETA,America/New_York,908.837,40.49333,-84.299,1901 South State Route 134,Wilmington,Oh,45177,937-383-0031,iln.webmaster@noaa.gov
https://api.weather.gov/stations/KAXX,KAXX,Colfax,NMC007,NMZ103,Angel Fire Airport,America/Denver,8327.178,36.42586,-105.29028,2341 Clark Carr Loop SE,Albuquerque,NM,87106-5633,(505) 243-0702,sr-abq.webmaster@noaa.gov
https://api.weather.gov/stations/KAYS,KAYS,Ware,GAC299,GAZ150,"Waycross / Ware County, Ga",America/New_York,150.926,31.25,-82.4,13701 Fang Dr.,Jacksonville,FL,32218,(904) 741-4370,sr-jax.webmaster@noaa.gov
https://api.weather.gov/stations/KAZC,KAZC,Mohave,AZC015,AZZ102,"Colorado City, Colorado City Municipal Airport",America/Phoenix,4872.285,36.95,-113,7851 S Dean Martin Dr.,Las Vegas,NV,89139-6628,(702) 263-9744,w-vef.webmaster@noaa.gov
https://api.weather.gov/stations/KAZE,KAZE,Jeff Davis,GAC161,GAZ133,Hazlehurst Airport,America/New_York,252.637,31.8847,-82.6474,13701 Fang Dr.,Jacksonville,FL,32218,(904) 741-4370,sr-jax.webmaster@noaa.gov
https://api.weather.gov/stations/KAZO,KAZO,Kalamazoo,MIC077,MIZ072,"Kalamazoo, Kalamazoo / Battle Creek International Airport",America/Detroit,872.746,42.22917,-85.54639,4899 Tim Dougherty Drive SE,Grand Rapids,MI,49512-4034,616-949-0643,w-grr.webmaster@noaa.gov
https://api.weather.gov/stations/KBAB,KBAB,Yuba,CAC115,CAZ216,"Marysville, Beale Air Force Base",America/Los_Angeles,111.554,39.13333,-121.43333,3310 El Camino Ave ste 228,Sacramento,CA,95821,(916) 979-3051,w-sto.webmaster@noaa.gov
https://api.weather.gov/stations/KBAC,KBAC,Barnes,NDC003,NDZ038,Valley City,America/Chicago,1397.706,46.9412,-98.018,4797 Technology Circle,Grand Forks,ND,58203-0600,701-772-0720,w-fgf.webmaster@noaa.gov
https://api.weather.gov/stations/KBAD,KBAD,Bossier,LAC015,LAZ002,Barksdale Air Force Base,America/Chicago,164.05,32.5,-93.66667,5655 Hollywood Ave.,Shreveport,LA,71109,318-631-3669,sr-shv.webmaster@noaa.gov
https://api.weather.gov/stations/KBAF,KBAF,Hampden,MAC013,MAZ011,"Westfield, Barnes Municipal Airport",America/New_York,265.761,42.15972,-72.71278,46 Commerce Way,Norton,MA,2766,508.622.3250,box.webmaster@noaa.gov
https://api.weather.gov/stations/KBAK,KBAK,Bartholomew,INC005,INZ064,Columbus / Bakalar,America/Indiana/Indianapolis,652.919,39.26667,-85.9,6900 West Hanna Avenue,Indianapolis,IN,46241-9526,317-856-0664,w-ind.webmaster@noaa.gov
https://api.weather.gov/stations/KBAN,KBAN,Mono,CAC051,CAZ273,MCMWTC BRIDGEPORT,America/Los_Angeles,6745.736,38.3557,-119.5188,2350 Raggio Parkway,Reno,NV,89512-3900,(775) 673-8100,w-rev.webmaster@noaa.gov
https://api.weather.gov/stations/KBAX,KBAX,Huron,MIC063,MIZ049,"Bad Axe, Huron County Memorial Airport",America/Detroit,761.192,43.78083,-82.98556,9200 White Lake Road,White Lake,MI,48386,248-620-9804,w-dtx.webmaster@noaa.gov
https://api.weather.gov/stations/KBAZ,KBAZ,Guadalupe,TXC187,TXZ207,"New Braunfels, New Braunfels Municipal Airport",America/Chicago,643.076,29.70861,-98.04528,2090 Airport Road,New Braunfels,TX,78130,(830) 629-0130,about
https://api.weather.gov/stations/KBBB,KBBB,Swift,MNC151,MNZ055,Benson Municipal Airport,America/Chicago,1026.953,45.3309799,-95.64692,1733 Lake Drive West,Chanhassen,MN,55317-8581,952-361-6670,w-mpx.webmaster@noaa.gov
https://api.weather.gov/stations/KBBD,KBBD,McCulloch,TXC307,TXZ154,"Brady, Curtis Field Airport",America/Chicago,1824.236,31.17917,-99.32389,7654 Knickerbocker Road,San Angelo,TX,76904,325-944-9445,sr-sjt.webmaster@noaa.gov
https://api.weather.gov/stations/KBBF,KBBF,,,,BRAZOS 133 OIL PLATFORM,America/Chicago,29.529,27.83,-96.02,,,,,,
https://api.weather.gov/stations/KBBG,KBBG,Taney,MOC213,MOZ104,Branson,America/Chicago,1299.276,36.5321,-93.2005,"Springfield-Branson Regional Airport
5805 West Highway EE",Springfield,MO,65802-8430,Business: 417-863-8028  Recording: 417-869-4491,contact.sgf@noaa.gov
https://api.weather.gov/stations/KBBP,KBBP,Marlboro,SCC069,SCZ017,Marlboro County Jetport,America/New_York,147.645,34.622,-79.734,2015 Gardner Drive,Wilmington,NC,28405,(910) 762-4289,ilm.webmaster@noaa.gov
https://api.weather.gov/stations/KBBW,KBBW,Custer,NEC041,NEZ209,"Broken Bow, Broken Bow Municipal Airport",America/Chicago,2546.056,41.43333,-99.65,5250 E. Lee Bird Drive,North Platte,NE,69101-2473,308-532-4936,w-lbf.webmaster@noaa.gov
https://api.weather.gov/stations/KBCB,KBCB,Montgomery,VAC121,VAZ014,Virginia Tech Airport,America/New_York,2132.65,37.21667,-80.41667,1750 Forecast Drive,Blacksburg,VA,24060,540-552-0084,rnk.webmaster@noaa.gov
https://api.weather.gov/stations/KBCE,KBCE,Garfield,UTC017,UTZ496,Bryce Canyon Airport,America/Denver,7582.391,37.7012799,-112.14897,2242 W. North Temple,Salt Lake City,UT,84116,801-524-5133,w-slc.webmaster@noaa.gov
https://api.weather.gov/stations/KBCK,KBCK,Jackson,WIC053,WIZ034,Black River Falls Area Airport,America/Chicago,826.812,44.24996,-90.84999,N2788 County Road FA,LaCrosse,WI,54601,608-784-7294,w-arx.webmaster@noaa.gov
https://api.weather.gov/stations/KBCT,KBCT,Palm Beach,FLC099,FLZ168,"Boca Raton, Boca Raton Airport",America/New_York,9.843,26.3786099,-80.10778,11691 SW 17th Street,Miami,FL,33165,305-229-4522,sr-mfl.webmaster@noaa.gov
https://api.weather.gov/stations/KBDE,KBDE,Lake of the Woods,MNC077,MNZ006,Baudette International Airport,America/Chicago,1076.168,48.72605,-94.61215,4797 Technology Circle,Grand Forks,ND,58203-0600,701-772-0720,w-fgf.webmaster@noaa.gov
https://api.weather.gov/stations/KBDG,KBDG,San Juan,UTC037,UTZ491,BLANDING,America/Denver,6000.949,37.62,-109.47,2844 Aviators Way,Grand Junction,CO,81506-8644,970-243-7007,w-gjt.webmaster@noaa.gov
https://api.weather.gov/stations/KBDH,KBDH,Kandiyohi,MNC067,MNZ057,Willmar Municipal Airport - John L. Rice Field,America/Chicago,1112.259,45.11113,-95.1258299,1733 Lake Drive West,Chanhassen,MN,55317-8581,952-361-6670,w-mpx.webmaster@noaa.gov
https://api.weather.gov/stations/KBDL,KBDL,Hartford,CTC003,CTZ002,"Windsor Locks, Bradley International Airport",America/New_York,173.893,41.93806,-72.6825,46 Commerce Way,Norton,MA,2766,508.622.3250,box.webmaster@noaa.gov
https://api.weather.gov/stations/KBDN,KBDN,Deschutes,ORC017,ORZ640,Bend Airport AWOS,America/Los_Angeles,3454.893,44.0948,-121.2006,2001 NW 56th Drive,Pendleton,OR,97801,(541) 276-7832,w-pdt.webmaster@noaa.gov
https://api.weather.gov/stations/KBDR,KBDR,Fairfield,CTC001,CTZ009,"Bridgeport, Sikorsky Memorial Airport",America/New_York,0,41.16421,-73.12663,175 Brookhaven Avenue,Upton,NY,11973,631-924-0517,okx.webmaster@noaa.gov
https://api.weather.gov/stations/KBDU,KBDU,Boulder,COC013,COZ239,Boulder Municipal Airport,America/Denver,5285.691,40.0394297,-105.2258217,325 Broadway,Boulder,CO,80305-3328,303-494-4221,w-bou.webmaster@noaa.gov
https://api.weather.gov/stations/KBEA,KBEA,Bee,TXC025,TXZ232,Beeville Municipal Airport,America/Chicago,265.761,28.362,-97.791,426 Pinson Dr,Corpus Christi,TX,78406,(361) 289-0959,sr-crp.webmaster@noaa.gov
https://api.weather.gov/stations/KBED,KBED,Middlesex,MAC017,MAZ005,"Bedford, Hanscom Field",America/New_York,127.959,42.46833,-71.29444,46 Commerce Way,Norton,MA,2766,508.622.3250,box.webmaster@noaa.gov
https://api.weather.gov/stations/KBEH,KBEH,Berrien,MIC021,MIZ077,"Benton Harbor, Southwest Michigan Regional Airport",America/Detroit,639.795,42.12861,-86.42833,7506 E 850 N,Syracuse,IN,46567,574-834-1104,w-iwx.webmaster@noaa.gov
https://api.weather.gov/stations/KBFD,KBFD,McKean,PAC083,PAZ005,Bradford Regional Airport,America/New_York,2103.121,41.79838,-78.63539,"328 Innovation Blvd, Suite 330",State College,PA,16803,(814)231-2408,contactUs
https://api.weather.gov/stations/KBFF,KBFF,Scotts Bluff,NEC157,NEZ313,"Scottsbluff, Heilig Field",America/Denver,3960.167,41.86694,-103.58583,1301 Airport Parkway,Cheyenne,WY,82001-1549,307-772-2468,w-cys.webmaster@noaa.gov
https://api.weather.gov/stations/KBFI,KBFI,King,WAC033,WAZ654,"Seattle, Seattle Boeing Field",America/Los_Angeles,13.124,47.54583,-122.31361,7600 Sand Point Way NE,Seattle,WA,98115-6349,(206) 526-6087,w-sew.webmaster@noaa.gov
https://api.weather.gov/stations/KBFL,KBFL,Kern,CAC029,CAZ292,"Bakersfield, Meadows Field Airport",America/Los_Angeles,508.555,35.43361,-119.05667,900 Foggy Bottom Rd,Hanford,CA,93230-5236,559-584-3752,w-hnx.webmaster@noaa.gov
https://api.weather.gov/stations/KBFM,KBFM,Mobile,ALC097,ALZ263,"Mobile, Mobile Downtown Airport",America/Chicago,22.967,30.61389,-88.0633299,8400 Airport Blvd Bldg 11,Mobile,AL,36608,251-633-6443,sr-mob.webmaster@noaa.gov
https://api.weather.gov/stations/KBFU,KBFU,Campbell,WYC005,WYZ259,Belle Fourche US 59 south of Gillette,America/Denver,4704.954,43.9325,-105.4467,300 East Signal Drive,Rapid City,SD,57701-3800,605-341-9271,w-unr.webmaster@noaa.gov
https://api.weather.gov/stations/KBFW,KBFW,Lake,MNC075,MNZ020,Silver Bay,America/Chicago,1095.854,47.25206,-91.40983,5027 Miller Trunk Highway,Duluth,MN,55811-1442,218-729-6697 - Duluth; 218-283-4615 - Intl Falls,w-dlh.webmaster@noaa.gov
https://api.weather.gov/stations/KBGD,KBGD,Hutchinson,TXC233,TXZ008,"Borger, Hutchinson County Airport",America/Chicago,3051.33,35.695,-101.395,1900 English Road,Amarillo,TX,79108,(806) 335-1121,sr-ama.webmaster@noaa.gov
https://api.weather.gov/stations/KBGE,KBGE,Decatur,GAC087,GAZ156,"Bainbridge, Decatur County Industrial Air Park Airport",America/New_York,137.802,30.96667,-84.63333,"1017 Academic Way
FSU, Love Bldg, 4th Floor",Tallahassee,FL,32306-4509,850-942-8833 (person) or 850-942-8851 (recording),sr-tae.webmaster@noaa.gov
https://api.weather.gov/stations/KBGF,KBGF,Franklin,TNC051,TNZ300,Winchester Municipal Airport,America/Chicago,977.738,35.1775,-86.0662,5974 Commerce Blvd.,Morristown,TN,37814,(423) 586-3771,sr-mrx.webmaster@noaa.gov
https://api.weather.gov/stations/KBGM,KBGM,Broome,NYC007,NYZ056,"Binghamton, Binghamton Regional Airport",America/New_York,1624.095,42.20778,-75.98139,32 Dawes Drive,Johnson City,NY,13790,(607) 729-1597,bgm.webmaster@noaa.gov
https://api.weather.gov/stations/KBGR,KBGR,Penobscot,MEC019,MEZ015,"Bangor, Bangor International Airport",America/New_York,187.017,44.79722,-68.81861,810 Main Street,Caribou,ME,4736,"207-492-0182 (person), 207-492-0170 (recording)",carwebmaster@noaa.gov
https://api.weather.gov/stations/KBHB,KBHB,Hancock,MEC009,MEZ029,"Bar Harbor, Hancock County-Bar Harbor Airport",America/New_York,78.744,44.45,-68.36667,810 Main Street,Caribou,ME,4736,"207-492-0182 (person), 207-492-0170 (recording)",carwebmaster@noaa.gov
https://api.weather.gov/stations/KBHC,KBHC,Appling,GAC001,GAZ135,Baxley Municipal Airport,America/New_York,200.141,31.7138,-82.3938,13701 Fang Dr.,Jacksonville,FL,32218,(904) 741-4370,sr-jax.webmaster@noaa.gov
https://api.weather.gov/stations/KBHK,KBHK,Fallon,MTC025,MTZ133,"Baker, Baker Municipal Airport",America/Denver,2966.024,46.34778,-104.2574999,2170 Overland Ave,Billings,MT,59102-6455,(406) 652-0851,w-byz.webmaster@noaa.gov
https://api.weather.gov/stations/KBHM,KBHM,Jefferson,ALC073,ALZ024,"Birmingham, Birmingham International Airport",America/Chicago,639.795,33.56556,-86.745,465 Weathervane Road,Calera,AL,35040,205-664-3010,sr-bmx.webmaster@noaa.gov
https://api.weather.gov/stations/KBID,KBID,Washington,RIC009,RIZ008,Block Island State Airport,America/New_York,101.711,41.1694699,-71.5787299,46 Commerce Way,Norton,MA,2766,508.622.3250,box.webmaster@noaa.gov
https://api.weather.gov/stations/KBIE,KBIE,Gage,NEC067,NEZ089,Beatrice Municipal,America/Chicago,1318.962,40.3,-96.75,6707 North 288th Street,Valley,NE,68064-9443,402-359-5166,w-oax.webmaster@noaa.gov
https://api.weather.gov/stations/KBIF,KBIF,El Paso,TXC141,TXZ055,Biggs Army Air Field - Fort Bliss,America/Denver,3937.2,31.86119,-106.3691599,7955 Airport Rd,Santa Teresa,NM,88008,(575) 589-4088,sr-epz.webmaster@noaa.gov
https://api.weather.gov/stations/KBIH,KBIH,Inyo,CAC027,CAZ226,"Bishop, Bishop Airport",America/Los_Angeles,4120.936,37.37111,-118.35806,7851 S Dean Martin Dr.,Las Vegas,NV,89139-6628,(702) 263-9744,w-vef.webmaster@noaa.gov
https://api.weather.gov/stations/KBIJ,KBIJ,Early,GAC099,GAZ142,"Blakely, Early County Airport",America/New_York,209.984,31.39694,-84.895,"1017 Academic Way
FSU, Love Bldg, 4th Floor",Tallahassee,FL,32306-4509,850-942-8833 (person) or 850-942-8851 (recording),sr-tae.webmaster@noaa.gov
https://api.weather.gov/stations/KBIL,KBIL,Yellowstone,MTC111,MTZ128,"Billings, Billings Logan International Airport",America/Denver,3645.191,45.80694,-108.54222,2170 Overland Ave,Billings,MT,59102-6455,(406) 652-0851,w-byz.webmaster@noaa.gov
https://api.weather.gov/stations/KBIS,KBIS,Burleigh,NDC015,NDZ035,"Bismarck, Bismarck Municipal Airport",America/Chicago,1676.591,46.7825,-100.75722,"2301 University Drive, Building 27",Bismarck,ND,58504,701-250-4224,w-bis.webmaster@noaa.gov
https://api.weather.gov/stations/KBIT,KBIT,Sweetwater,WYC037,WYZ279,Bitter Creek I-80 east of Rock Springs,America/Denver,7159.142,41.64599,-108.5836,12744 West U.S. Hwy 26,Riverton,WY,82501,307-857-3898,nws.riverton@noaa.gov
https://api.weather.gov/stations/KBIV,KBIV,Allegan,MIC005,MIZ064,Holland - West Michigan Regional Airport,America/Detroit,685.729,42.74611,-86.09667,4899 Tim Dougherty Drive SE,Grand Rapids,MI,49512-4034,616-949-0643,w-grr.webmaster@noaa.gov
https://api.weather.gov/stations/KBIX,KBIX,Harrison,MSC047,MSZ081,Keesler Air Force Base / Biloxi,America/Chicago,32.81,30.41667,-88.91667,62300 Airport Rd.,Slidell,LA,70460-5243,504.522.7330    985.649.0429,sr-lix.webmaster@noaa.gov
https://api.weather.gov/stations/KBJC,KBJC,Jefferson,COC059,COZ239,Broomfield / Jeffco,America/Denver,5548.171,39.90085,-105.10417,325 Broadway,Boulder,CO,80305-3328,303-494-4221,w-bou.webmaster@noaa.gov
https://api.weather.gov/stations/KBJI,KBJI,Beltrami,MNC007,MNZ017,Bemidji,America/Chicago,1378.02,47.50762,-94.92783,4797 Technology Circle,Grand Forks,ND,58203-0600,701-772-0720,w-fgf.webmaster@noaa.gov
https://api.weather.gov/stations/KBJJ,KBJJ,Wayne,OHC169,OHZ031,"Wooster, Wayne County Airport",America/New_York,1131.945,40.87306,-81.88667,"Cleveland Hopkins Airport
5301 West Hanger Rd",Cleveland,OH,44135,216-265-2370,nwscle@noaa.gov
https://api.weather.gov/stations/KBKB,KBKB,Vernon,LAC115,LAZ027,Ft. Polk - Fullerton Landing Strip,America/Chicago,305.133,31.0217,-92.9107,500 Airport Boulevard,Lake Charles,LA,70607,(337) 477-5285,sr-lch.webmaster@noaa.gov
https://api.weather.gov/stations/KBKD,KBKD,Stephens,TXC429,TXZ115,Stephens County Airport,America/Chicago,1282.871,32.719,-98.891,3401 Northern Cross Blvd.,Fort Worth,TX,76137,817.429.2631,sr-fwd.webmaster@noaa.gov
https://api.weather.gov/stations/KBKE,KBKE,Baker,ORC001,ORZ646,Baker Municipal Airport,America/Los_Angeles,3359.744,44.84302,-117.80987,"National Interagency Fire Center
3833 S. Development Ave., Bldg 3807",Boise,ID,83705-5354,(208) 334-9860,w-boi.webmaster@noaa.gov
https://api.weather.gov/stations/KBKF,KBKF,Arapahoe,COC005,COZ240,Buckley Air Force Base Airport,America/Denver,5574.419,39.71331,-104.75806,325 Broadway,Boulder,CO,80305-3328,303-494-4221,w-bou.webmaster@noaa.gov
https://api.weather.gov/stations/KBKL,KBKL,Cuyahoga,OHC035,OHZ011,"Cleveland, Burke Lakefront Airport",America/New_York,584.018,41.52556,-81.66889,"Cleveland Hopkins Airport
5301 West Hanger Rd",Cleveland,OH,44135,216-265-2370,nwscle@noaa.gov
